PID,Số tiền trung bình bạn trả cho một lần mua hàng:,Giới tính của bạn,Độ tuổi của bạn,Tình trạng hôn nhân của bạn,Số thành viên là con cái trong gia đình của bạn,Ngành nghề của bạn:,Mức thu nhập tháng của bạn nằm trong khoảng,Products
PID412,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu,Trái cây
PID412,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu, Thực phẩm đông lạnh
PID412,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID412,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID413,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID413,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID413,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID413,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID414,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu,Trái cây
PID414,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Bánh kẹo
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID415,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID416,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID416,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID417,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu,Trái cây
PID417,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu, Thực phẩm đông lạnh
PID417,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID417,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID417,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID417,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Thời trang may mặc (quần áo, giày dép)"
PID418,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu,"Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID418,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID419,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu,Thực phẩm đông lạnh
PID419,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID419,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu, Bánh kẹo
PID419,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu,Rau củ
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Trái cây
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Thuỷ hải sản tươi
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Thực phẩm đông lạnh
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Bánh kẹo
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID420,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID421,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu,Thực phẩm đông lạnh
PID421,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID421,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID421,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID421,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID421,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu,Trái cây
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu, Bánh kẹo
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID422,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID423,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID423,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID423,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID423,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID424,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID424,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID424,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID425,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu,Rau củ
PID425,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu, Trái cây
PID425,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID425,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu, Thuỷ hải sản tươi
PID425,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu, Thực phẩm đông lạnh
PID425,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID425,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID426,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Nước giải khát (nước khoáng, nước ngọt,…)"
PID427,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu,Rau củ
PID427,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu, Trái cây
PID427,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID427,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu, Thuỷ hải sản tươi
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu,Rau củ
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu, Trái cây
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu, Thực phẩm đông lạnh
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu, Bánh kẹo
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID428,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Thời trang may mặc (quần áo, giày dép)"
PID429,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,1 con,Sinh viên,Dưới 5 triệu,"Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID429,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,1 con,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID430,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID430,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID431,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID431,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID431,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID431,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID431,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu, Bánh kẹo
PID431,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID431,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID432,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,Rau củ
PID432,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Trái cây
PID432,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID432,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID433,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID433,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID433,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID433,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thịt tươi (gà, bò, lợn…) và trứng"
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thuỷ hải sản tươi
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thực phẩm đông lạnh
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID434,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID435,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",5-10 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID435,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID436,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID436,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID436,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID436,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID436,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu, Bánh kẹo
PID436,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID437,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID437,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID437,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID437,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID438,50.000 – 100.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID438,50.000 – 100.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID439,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu,Rau củ
PID439,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Trái cây
PID439,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID439,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID439,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Bánh kẹo
PID439,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID439,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID440,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID440,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID440,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID440,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID440,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID440,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID441,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID441,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Trái cây
PID441,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID441,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID442,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu,Rau củ
PID442,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu, Trái cây
PID442,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
